time,state,age_group,cases,yinit,col,k,k_percent,SD,vto,from,to
22,S,0-9,1584233.4647022404,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
23,S,0-9,1524667.6156976884,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
24,S,0-9,1442347.2371053582,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
25,S,0-9,1332031.6584240622,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
26,S,0-9,1190359.4505567593,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
27,S,0-9,1018514.7951965079,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
28,S,0-9,824887.1273034209,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
29,S,0-9,625631.633527226,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
30,S,0-9,441052.1764138626,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
31,S,0-9,288466.22725522285,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
32,S,0-9,175935.26068734063,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
33,S,0-9,101239.59725752579,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
34,S,0-9,55868.88825739888,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
35,S,0-9,30108.480040072514,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
36,S,0-9,16124.116846876499,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
37,S,0-9,8710.54610389697,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
38,S,0-9,4802.939793385126,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
39,S,0-9,2726.020625971637,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
40,S,0-9,1601.349933364907,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
41,S,0-9,976.5438351304006,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
42,S,0-9,618.931236351543,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
43,S,0-9,407.60563597957844,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
44,S,0-9,278.59665422238203,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
45,S,0-9,197.27533931682513,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
46,S,0-9,144.40893316846882,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
47,S,0-9,109.02362570949181,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
48,S,0-9,84.68491806289734,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
49,S,0-9,67.51712506657867,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
50,S,0-9,55.12419770892638,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
51,S,0-9,45.98740802420831,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
52,S,0-9,39.121049240764016,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
53,S,0-9,33.8709039159031,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
54,S,0-9,29.793521629393325,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
55,S,0-9,26.582350507609753,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
56,S,0-9,24.021516357471086,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
57,S,0-9,21.956352076088407,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
58,S,0-9,20.274244510888504,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
59,S,0-9,18.891951740392074,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
60,S,0-9,17.747072189506998,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
61,S,0-9,16.792203822255352,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
62,S,0-9,15.990892649700575,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
63,S,0-9,15.314779892871222,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
64,S,0-9,14.741566176270863,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
65,S,0-9,14.253540079525289,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
66,S,0-9,13.836502702843465,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
67,S,0-9,13.478971552849107,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
68,S,0-9,13.171586329249106,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
69,S,0-9,12.906659684962799,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
70,S,0-9,12.67783495021949,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
71,S,0-9,12.479822689426642,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
72,S,0-9,12.308196194902582,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
73,S,0-9,12.159231307041594,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
74,S,0-9,12.02978003717681,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
75,S,0-9,11.917169819792397,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
76,S,0-9,11.819123565758423,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
77,S,0-9,11.733693664453073,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
78,S,0-9,11.659210138558118,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
79,S,0-9,11.594235143898668,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
80,S,0-9,11.537529978804471,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
81,S,0-9,11.488024087178019,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
82,S,0-9,11.44479063560646,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
83,S,0-9,11.40702591953872,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
84,S,0-9,11.374032048012081,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
85,S,0-9,11.3452023072111,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
86,S,0-9,11.320008551379917,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
87,S,0-9,11.297990684597398,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
88,S,0-9,11.278747582451793,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
89,S,0-9,11.2619292984434,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
90,S,0-9,11.24723036406172,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
91,S,0-9,11.234384013534493,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
92,S,0-9,11.223157190917602,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
93,S,0-9,11.213346235419689,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
94,S,0-9,11.204773116487294,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
95,S,0-9,11.197282204231488,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
96,S,0-9,11.190737405215595,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
97,S,0-9,11.185019743339467,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
98,S,0-9,11.180025100159007,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
99,S,0-9,11.175662472004255,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
100,S,0-9,11.171852258416184,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
101,S,0-9,11.16852484237527,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
102,S,0-9,11.165619342551375,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
103,S,0-9,11.163082520752617,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
104,S,0-9,11.160867827376173,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
105,S,0-9,11.158934557755204,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
106,S,0-9,11.157247125442687,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
107,S,0-9,11.155774421297785,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
108,S,0-9,11.154489252378156,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
109,S,0-9,11.153367851647761,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
110,S,0-9,11.152389448434935,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
111,S,0-9,11.151535892800789,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
112,S,0-9,11.150791326593005,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
113,S,0-9,11.15014189569363,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
114,S,0-9,11.149575498125921,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
115,S,0-9,11.149081563727602,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
116,S,0-9,11.148650861247914,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
117,S,0-9,11.148275329731035,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
118,S,0-9,11.147947930672032,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
119,S,0-9,11.147662519815285,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
120,S,0-9,11.147413733433403,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
121,S,0-9,11.147196889773037,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
122,S,0-9,11.147007903114917,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
123,S,0-9,11.146843208105418,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
124,S,0-9,11.146699693417965,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
125,S,0-9,11.146574645518598,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
126,S,0-9,11.146465695964693,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
127,S,0-9,11.146370778673665,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
128,S,0-9,11.146288092728543,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
129,S,0-9,11.14621606700041,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
130,S,0-9,11.146153331416222,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
131,S,0-9,11.14609869138019,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
132,S,0-9,11.146051105407661,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
133,S,0-9,11.14600966552307,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
134,S,0-9,11.145973580183583,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
135,S,0-9,11.145942159457553,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
136,S,0-9,11.145914802029033,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
137,S,0-9,11.145890983850586,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
138,S,0-9,11.145870248253072,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
139,S,0-9,11.145852197312216,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
140,S,0-9,11.14583648431872,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
141,S,0-9,11.145822807209242,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
142,S,0-9,11.145810902836716,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
143,S,0-9,11.145800541972688,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
144,S,0-9,11.145791524949255,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
145,S,0-9,11.14578367785952,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
146,S,0-9,11.145776849243363,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
147,S,0-9,11.145770907198832,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
148,S,0-9,11.145765736864963,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
149,S,0-9,11.145761238225072,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
150,S,0-9,11.145757324193942,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
151,S,0-9,11.14575391895228,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
152,S,0-9,11.145750956490184,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
153,S,0-9,11.145748379343525,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
154,S,0-9,11.145746137487958,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
155,S,0-9,11.14574418738375,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
156,S,0-9,11.145742491126153,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
157,S,0-9,11.145741015732442,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
158,S,0-9,11.145739732494034,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
159,S,0-9,11.145738616427034,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
160,S,0-9,11.14573764579983,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
161,S,0-9,11.145736801673964,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
162,S,0-9,11.145736067594346,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
163,S,0-9,11.145735429237721,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
164,S,0-9,11.145734874140155,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
165,S,0-9,11.145734391458927,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
166,S,0-9,11.145733971760551,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
167,S,0-9,11.145733606838455,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
168,S,0-9,11.145733289553636,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
169,S,0-9,11.14573301369605,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
170,S,0-9,11.145732773863951,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
171,S,0-9,11.145732565358808,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
172,S,0-9,11.14573238409401,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
173,S,0-9,11.145732226515268,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
174,S,0-9,11.14573208953134,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
175,S,0-9,11.145731970453886,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
176,S,0-9,11.145731866945017,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
177,S,0-9,11.14573177697161,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
178,S,0-9,11.145731698765744,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
179,S,0-9,11.145731630790118,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
180,S,0-9,11.145731571707964,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
181,S,0-9,11.145731520356989,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
182,S,0-9,11.145731475726647,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
183,S,0-9,11.145731436938265,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
184,S,0-9,11.14573140322793,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
185,S,0-9,11.145731373931554,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
186,S,0-9,11.145731348471726,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
187,S,0-9,11.14573132634651,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
188,S,0-9,11.145731307119606,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
189,S,0-9,11.145731290411652,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
190,S,0-9,11.145731275892826,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
191,S,0-9,11.145731263276723,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
192,S,0-9,11.145731252314208,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
193,S,0-9,11.14573124278871,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
194,S,0-9,11.145731234512663,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
195,S,0-9,11.145731227322,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
196,S,0-9,11.14573122107413,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
197,S,0-9,11.14573121564558,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
198,S,0-9,11.145731210928082,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
199,S,0-9,11.145731206829725,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
200,S,0-9,11.145731203269214,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
201,S,0-9,11.145731200175852,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
202,S,0-9,11.14573119748843,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
203,S,0-9,11.145731195153713,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
204,S,0-9,11.145731193125442,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
205,S,0-9,11.145731191363424,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
206,S,0-9,11.145731189832732,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
207,S,0-9,11.145731188503015,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
208,S,0-9,11.145731187347995,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
209,S,0-9,11.145731186344687,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
210,S,0-9,11.145731185473128,1719371,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
1,S,10-19,1428171,1428171,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
2,S,10-19,1428131.373149198,1428171,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
3,S,10-19,1428098.768789705,1428171,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
4,S,10-19,1428057.046183729,1428171,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
5,S,10-19,1427994.9713295028,1428171,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
6,S,10-19,1427900.9505486537,1428171,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
7,S,10-19,1427759.4265519045,1428171,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
8,S,10-19,1427547.6689791456,1428171,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
9,S,10-19,1427231.9397231508,1428171,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
10,S,10-19,1426762.1518053913,1428171,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
11,S,10-19,1426064.0759931633,1428171,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
12,S,10-19,1425027.8701044482,1428171,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
13,S,10-19,1423491.232374344,1428171,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
14,S,10-19,1421214.7881596491,1428171,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
15,S,10-19,1417846.4071024964,1428171,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
16,S,10-19,1412870.0655346978,1428171,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
17,S,10-19,1405533.8572613688,1428171,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
18,S,10-19,1394751.4320868598,1428171,yellow,0,0,0,elderly_adults,juveniles_adults_elderly,juveniles_adults_elderly
